O*NET-SOC Code,Title,Task,Automation_Score,High_Risk,Industry
13-1074.00,Farm Labor Contractors,"Provide food, drinking water, and field sanitation facilities to contracted workers.",2.2,1,Business and Financial Operations
13-1074.00,Farm Labor Contractors,Recruit and hire agricultural workers.,2.2,1,Business and Financial Operations
13-1074.00,Farm Labor Contractors,"Employ foremen to deal directly with workers when recruiting, hiring, instructing, assigning tasks, and enforcing work rules.",2.2,1,Business and Financial Operations
13-1074.00,Farm Labor Contractors,Supervise the work of contracted employees.,2.2,1,Business and Financial Operations
13-1074.00,Farm Labor Contractors,Furnish tools for employee use.,2.2,1,Business and Financial Operations
13-1074.00,Farm Labor Contractors,Direct and transport workers to appropriate work sites.,2.2,1,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Negotiate collective bargaining agreements.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Investigate and evaluate union complaints or arguments to determine viability.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Propose resolutions for collective bargaining or other labor or contract negotiations.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Draft contract proposals or counter-proposals for collective bargaining or other labor negotiations.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Prepare evidence for disciplinary hearings, including preparing witnesses to testify.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Mediate discussions between employer and employee representatives in attempt to reconcile differences.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Review employer practices or employee data to ensure compliance with contracts on matters such as wages, hours, or conditions of employment.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Recommend collective bargaining strategies, goals, or objectives.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Monitor company or workforce adherence to labor agreements.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Call or meet with union, company, government, or other interested parties to discuss labor relations matters, such as contract negotiations or grievances.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Assess risk levels associated with collective bargaining strategies.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Present the position of the company or of labor during arbitration or other labor negotiations.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Identify alternatives to proposals of unions, employees, companies, or government agencies.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Draft rules or regulations to govern collective bargaining activities in collaboration with company, government, or employee representatives.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Research case law or outcomes of previous case hearings.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Write letters related to labor relations activities, such as letters to amend collective bargaining agreements, letters of dispute or conciliation, or letters to seek clarification of contract terms.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Schedule or coordinate the details of grievance hearings or other meetings.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Review and approve employee disciplinary actions, such as written reprimands, suspensions, or terminations.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Select mediators or arbitrators for labor disputes or contract negotiations.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Assess the impact of union proposals on company or government operations.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Advise management on matters related to the administration of contracts or employee discipline or grievance procedures.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Train managers or supervisors on topics related to labor relations, such as working conditions, safety, or equal opportunity practices.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Provide expert testimony in legal proceedings related to labor relations or labor contracts.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Develop employee health and safety policies.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Develop methods to monitor employee satisfaction with policies or working conditions, including grievance or complaint procedures.",1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,Prepare reports or presentations to communicate employee satisfaction or related data to management.,1.9,0,Business and Financial Operations
13-1075.00,Labor Relations Specialists,"Prepare and submit required governmental reports or forms related to labor relations matters, such as equal employment opportunity (EEO) forms, new hire forms, or minority compensation reports.",1.9,0,Business and Financial Operations
13-1081.00,Logisticians,"Maintain and develop positive business relationships with a customer's key personnel involved in, or directly relevant to, a logistics activity.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Develop an understanding of customers' needs and take actions to ensure that such needs are met.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Manage subcontractor activities, reviewing proposals, developing performance specifications, and serving as liaisons between subcontractors and organizations.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Develop proposals that include documentation for estimates.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Review logistics performance with customers against targets, benchmarks, and service agreements.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Direct availability and allocation of materials, supplies, and finished products.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Redesign the movement of goods to maximize value and minimize costs.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Direct team activities, establishing task priorities, scheduling and tracking work assignments, providing guidance, and ensuring the availability of resources.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Perform managerial duties such as hiring and training employees and overseeing facility needs or requirements.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Collaborate with other departments as necessary to meet customer requirements, to take advantage of sales opportunities or, in the case of shortages, to minimize negative impacts on a business.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Report project plans, progress, and results.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Protect and control proprietary materials.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Stay informed of logistics technology advances and apply appropriate technology to improve logistics processes.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Provide project management services, including the provision and analysis of technical data.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Manage the logistical aspects of product life cycles, including coordination or provisioning of samples, and the minimization of obsolescence.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Perform system lifecycle cost analysis and develop component studies.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,"Plan, organize, and execute logistics support activities, such as maintenance planning, repair analysis, and test equipment recommendations.",2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Participate in the assessment and review of design alternatives and design change proposal impacts.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Direct and support the compilation and analysis of technical source data necessary for product development.,2.83,1,Business and Financial Operations
13-1081.00,Logisticians,Support the development of training materials and technical manuals.,2.83,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Identify cost-reduction or process-improvement logistic opportunities.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Prepare logistic strategies or conceptual designs for production facilities.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Conduct logistics studies or analyses, such as time studies, zero-base analyses, rate analyses, network analyses, flow-path analyses, or supply chain analyses.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Develop logistic metrics, internal analysis tools, or key performance indicators for business units.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Identify or develop business rules or standard operating procedures to streamline operating processes.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Interview key staff or tour facilities to identify efficiency-improvement, cost-reduction, or service-delivery opportunities.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Apply logistics modeling techniques to address issues, such as operational process improvement or facility design or layout.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Design plant distribution centers.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Review contractual commitments, customer specifications, or related information to determine logistics or support requirements.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Evaluate the use of inventory tracking technology, Web-based warehousing software, or intelligent conveyor systems to maximize plant or distribution center efficiency.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Propose logistics solutions for customers.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Develop or maintain cost estimates, forecasts, or cost models.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Provide logistical facility or capacity planning analyses for distribution or transportation functions.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Determine feasibility of designing new facilities or modifying existing facilities, based on factors such as cost, available space, schedule, technical requirements, or ergonomics.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Design comprehensive supply chains that minimize environmental impacts or costs.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Create models or scenarios to predict the impact of changing circumstances, such as fuel costs, road pricing, energy taxes, or carbon emissions legislation.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Determine logistics support requirements, such as facility details, staffing needs, or safety or maintenance plans.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Develop specifications for equipment, tools, facility layouts, or material-handling systems.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Evaluate effectiveness of current or future logistical processes.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Direct the work of logistics analysts.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Evaluate the use of technologies, such as global positioning systems (GPS), radio-frequency identification (RFID), route navigation software, or satellite linkup systems, to improve transportation efficiency.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Determine requirements for compliance with environmental certification standards.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,Develop or document procedures to minimize or mitigate carbon output resulting from the movement of materials or products.,2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Conduct environmental audits for logistics activities, such as storage, distribution, or transportation.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Develop or document reverse logistics management processes to ensure maximal efficiency of product recycling, reuse, or final disposal.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Review global, national, or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities.",2.35,1,Business and Financial Operations
13-1081.01,Logistics Engineers,"Assess the environmental impact or energy efficiency of logistics activities, using carbon mitigation software.",2.35,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Maintain databases of logistics information.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Remotely monitor the flow of vehicles or inventory, using Web-based logistics information systems to track vehicles or containers.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Track product flow from origin to final delivery.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Apply analytic methods or tools to understand, predict, or control logistics operations or processes.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Prepare reports on logistics performance measures.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Enter logistics-related data into databases.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Provide ongoing analyses in areas such as transportation costs, parts procurement, back orders, or delivery processes.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Monitor inventory transactions at warehouse facilities to assess receiving, storage, shipping, or inventory integrity.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Maintain logistics records in accordance with corporate policies.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Contact carriers for rates or schedules.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Manage systems to ensure that pricing structures adequately reflect logistics costing.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Confer with logistics management teams to determine ways to optimize service levels, maintain supply-chain efficiency, or minimize cost.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Compute reporting metrics, such as on-time delivery rates, order fulfillment rates, or inventory turns.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Identify opportunities for inventory reductions.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Review procedures, such as distribution or inventory management, to ensure maximum efficiency or minimum cost.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Develop or maintain models for logistics uses, such as cost estimating or demand forecasting.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Write or revise standard operating procedures for logistics processes.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Reorganize shipping schedules to consolidate loads, maximize vehicle usage, or limit the movement of empty vehicles or containers.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Contact potential vendors to determine material availability.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Develop or maintain payment systems to ensure accuracy of vendor payments.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Develop or maintain freight rate databases for use by supply chain departments to determine the most economical modes of transportation.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,"Route or reroute drivers in real time with remote route navigation software, satellite linkup systems, or global positioning systems (GPS) to improve operational efficiencies.",2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Determine packaging requirements.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Enter carbon-output or environmental-impact data into spreadsheets or environmental management or auditing software programs.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Compare locations or environmental policies of carriers or suppliers to make transportation decisions with lower environmental impact.,2.95,1,Business and Financial Operations
13-1081.02,Logistics Analysts,Arrange for sale or lease of excess storage or transport capacity to minimize losses or inefficiencies associated with empty space.,2.95,1,Business and Financial Operations
13-1111.00,Management Analysts,Gather and organize information on problems or procedures.,2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,Confer with personnel concerned to ensure successful functioning of newly implemented systems or procedures.,2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,Analyze data gathered and develop solutions or alternative methods of proceeding.,2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,"Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.",2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,"Interview personnel and conduct on-site observation to ascertain unit functions, work performed, and methods, equipment, and personnel used.",2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,"Prepare manuals and train workers in use of new forms, reports, procedures or equipment, according to organizational policy.",2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,"Review forms and reports and confer with management and users about format, distribution, and purpose, identifying problems and improvements.",2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,"Develop and implement records management program for filing, protection, and retrieval of records, and assure compliance with program.",2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,"Design, evaluate, recommend, and approve changes of forms and reports.",2.55,1,Business and Financial Operations
13-1111.00,Management Analysts,Recommend purchase of storage equipment and design area layout to locate equipment in space available.,2.55,1,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Consult with customers to determine objectives and requirements for events, such as meetings, conferences, and conventions.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Review event bills for accuracy and approve payment.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Coordinate services for events, such as accommodation and transportation for participants, facilities, catering, signage, displays, special needs requirements, printing and event security.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Arrange the availability of audio-visual equipment, transportation, displays, and other event needs.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Confer with staff at a chosen event site to coordinate details.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Inspect event facilities to ensure that they conform to customer requirements.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Maintain records of event aspects, including financial details.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Negotiate contracts with such service providers and suppliers as hotels, convention centers, and speakers.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Evaluate and select providers of services according to customer requirements.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Plan and develop programs, agendas, budgets, and services according to customer requirements.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Hire, train, and supervise volunteers and support staff required for events.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Conduct post-event evaluations to determine how future events could be improved.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Direct administrative details, such as financial operations, dissemination of promotional materials, and responses to inquiries.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Meet with sponsors and organizing committees to plan scope and format of events, to establish and monitor budgets, or to review administrative procedures and event progress.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Read trade publications, attend seminars, and consult with other meeting professionals to keep abreast of meeting management standards and trends.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Organize registration of event participants.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Develop event topics and choose featured speakers.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners","Promote conference, convention and trades show services by performing tasks such as meeting with professional and trade associations, and producing brochures and other publications.",1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Design and implement efforts to publicize events and promote sponsorships.,1.66,0,Business and Financial Operations
13-1121.00,"Meeting, Convention, and Event Planners",Obtain permits from fire and health departments to erect displays and exhibits and serve food at events.,1.66,0,Business and Financial Operations
13-1131.00,Fundraisers,Identify and build relationships with potential donors.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Secure commitments of participation or donation from individuals or corporate donors.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Write and send letters of thanks to donors.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Solicit cash or in-kind donations or sponsorships from individual, business, or government donors.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Create or update donor databases.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Develop strategies to encourage new or increased contributions.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Compile or develop materials to submit to granting or other funding organizations.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Conduct research to identify the goals, net worth, charitable donation history, or other data related to potential donors, potential investors, or general donor markets.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Develop fundraising activity plans that maximize participation or contributions and minimize costs.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Direct or supervise fundraising staff, including volunteer staff members.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Establish fundraising or participation goals for special events or specified time periods.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Monitor progress of fundraising drives.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Recruit sponsors, participants, or volunteers for fundraising events.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Contact corporate representatives, government officials, or community leaders to increase awareness of organizational causes, activities, or needs.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Attend community events, meetings, or conferences to promote organizational goals or solicit donations or sponsorships.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Write reports or prepare presentations to communicate fundraising program data.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Explain the tax advantages of contributions to potential donors.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Design or produce materials such as posters, Web sites, or newsletters to promote, market, or advertise fundraising events.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Write speeches, press releases, or other promotional materials to increase awareness of the causes, missions, or goals of organizations seeking funds.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Monitor budgets, expense reports, or other financial data for fundraising organizations.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Direct or coordinate Web-based fundraising activities, such as online auctions or donation Web sites.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Secure speakers for charitable events, community meetings, or conferences to increase awareness of charitable, nonprofit, or political causes.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Develop corporate fundraising programs, such as employer gift-matching.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Coordinate transportation or delivery of materials, supplies, or donations for fundraising events.",1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,Develop and maintain media contact lists.,1.9,0,Business and Financial Operations
13-1131.00,Fundraisers,"Prepare materials such as fundraising envelopes, bid sheets, or gift bags for charitable events.",1.9,0,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Administer employee insurance, pension, and savings plans, working with insurance brokers and plan carriers.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Ensure company compliance with federal and state laws, including reporting requirements.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Research employee benefit and health and safety practices, and recommend changes or modifications to existing policies.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures, and classification programs.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Plan and develop curricula and materials for training programs and conduct training.,2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Assist in preparing and maintaining personnel records and handbooks.,2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Develop and administer compensation programs, such as merit or incentive pay.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Evaluate job positions, determining classification, exempt or non-exempt status, and salary.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Prepare occupational classifications, job descriptions, and salary scales.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Consult with, or serve as, technical liaison between business, industry, government, and union officials.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Perform multifactor data and cost analyses that may be used in areas such as support of collective bargaining agreements.,2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Develop, implement, administer, and evaluate personnel and labor relations programs, including performance appraisal, affirmative action, and employment equity programs.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Provide advice on the resolution of classification and salary complaints.,2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Negotiate collective agreements on behalf of employers or workers, and mediate labor disputes and grievances.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Assess need for and develop job analysis instruments and materials.,2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Observe, interview, and survey employees and conduct focus group meetings to collect job, organizational, and occupational information.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Plan, develop, evaluate, improve, and communicate methods and techniques for selecting, promoting, compensating, evaluating, and training workers.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Research job and worker requirements, structural and functional relationships among jobs and occupations, and occupational trends.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Prepare reports, such as organization and flow charts and career path reports, to summarize job analysis and evaluation and compensation analysis information.",2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Advise staff of individuals' qualifications.,2.43,1,Business and Financial Operations
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists","Prepare research results for publication in form of journals, books, manuals, and film.",2.43,1,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Present information with a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Evaluate modes of training delivery, such as in-person or virtual, to optimize training effectiveness, training costs, or environmental impacts.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,Offer specific training programs to help workers maintain or improve job skills.,1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Monitor, evaluate, or record training activities or program effectiveness.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Design, plan, organize, or direct orientation and training programs for employees or customers.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,Develop alternative training methods if expected improvements are not seen.,1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,Monitor training costs and prepare budget reports to justify expenditures.,1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,Devise programs to develop executive potential among employees in lower-level positions.,1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,Attend meetings or seminars to obtain information for use in training programs or to inform management of training program status.,1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,Coordinate recruitment and placement of training program participants.,1.96,0,Business and Financial Operations
13-1151.00,Training and Development Specialists,Select and assign instructors to conduct training.,1.96,0,Business and Financial Operations
